15,3,61
15,2,61
16,2,62
16,5,63
16,2,62
16,2,60
17,2,61
16,3,60
17,2,62
17,4,60
17,4,59
16,4,59
17,2,61
17,3,61
17,2,60
16,3,62
17,3,65
17,4,60
16,3,59
16,2,59
16,3,56
17,3,60
21,-1,65
23,-2,57
24,1,55
23,8,57
19,5,67
16,0,64
10,-3,62
10,5,73
7,6,67
10,-8,61
5,-13,58
8,-15,56
11,-9,62
5,9,74
3,-16,64
9,-14,68
11,-14,63
16,-5,61
16,-3,60
16,-3,60
14,3,60
12,1,59
10,1,60
9,-4,61
10,-4,61
10,-4,63
11,-6,60
13,-7,60
15,-6,63
14,-4,63
13,-4,62
11,-1,63
11,-2,62
10,-5,61
11,-6,62
10,-7,58
10,-8,56
12,-2,68
8,-2,69
10,-4,68
9,-7,67
12,-4,60
10,-4,57
11,-2,57
12,0,60
11,2,59
11,1,60
11,3,63
12,2,61
11,2,62
11,3,63
10,0,60
10,1,62
11,2,62
10,3,63
12,5,63
10,5,64
9,7,62
9,8,62
6,6,61
8,4,63
9,6,67
9,12,66
7,3,69
7,-1,68
3,3,63
3,6,63
6,6,63
6,4,63
4,0,61
2,-2,60
4,-2,64
2,-1,66
2,-4,63
4,4,60
4,8,60
5,9,64
6,6,65
4,6,65
3,7,63
4,6,63
5,6,64
5,6,63
5,5,63
5,6,63
6,7,65
5,6,65
6,6,65
7,5,63
6,6,62
5,6,63
5,7,64
5,6,63
3,6,62
3,5,64
3,4,64
4,3,63
5,1,62
6,3,64
5,3,64
4,4,65
5,4,66
3,3,63
2,4,63
2,5,63
1,4,60
2,5,61
3,4,62
4,4,61
5,5,60
6,4,56
4,6,57
1,9,56
3,13,58
5,18,62
4,17,62
3,15,63
5,15,64
6,15,65
3,14,70
2,15,72
4,16,68
5,15,64
6,12,66
7,10,65
7,7,65
7,6,62
4,8,61
3,10,64
3,9,65
3,9,65
2,10,62
2,11,62
2,10,62
2,11,63
2,11,64
3,10,62
2,10,63
3,10,63
3,8,63
3,9,62
2,9,63
2,10,63
2,10,63
1,11,62
2,11,60
1,11,60
2,11,64
1,10,62
2,8,62
1,8,63
2,7,63
0,7,63
-1,7,65
1,5,62
1,4,60
2,4,60
2,4,63
